rxn_index,rxn,min,max,subsystem
2051,MAR03311,0,1000,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2052,MAR03312,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2053,MAR03314,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2054,MAR03315,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2055,MAR03316,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2056,MAR03317,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2057,MAR03319,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2058,MAR03320,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2059,MAR03321,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2060,MAR03322,0,250,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2061,MAR03323,-250,-0,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)
2062,MAR03107,0,999.999982071562,Beta oxidation of even-chain fatty acids (mitochondrial)
2063,MAR03108,0,999.999982071562,Beta oxidation of even-chain fatty acids (mitochondrial)
2064,MAR03109,0,999.999982071562,Beta oxidation of even-chain fatty acids (mitochondrial)
2065,MAR03110,0,999.999982071562,Beta oxidation of even-chain fatty acids (mitochondrial)
2066,MAR03111,0,999.999976095416,Beta oxidation of even-chain fatty acids (mitochondrial)
2067,MAR03112,0,999.999976095416,Beta oxidation of even-chain fatty acids (mitochondrial)
2068,MAR03113,0,999.999976095416,Beta oxidation of even-chain fatty acids (mitochondrial)
2069,MAR03114,0,999.999976095416,Beta oxidation of even-chain fatty acids (mitochondrial)
2070,MAR03115,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2071,MAR03116,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2072,MAR03117,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2073,MAR03118,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2074,MAR03121,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2075,MAR03122,0,192.004677474659,Beta oxidation of even-chain fatty acids (mitochondrial)
2076,MAR03123,0,192.004677474659,Beta oxidation of even-chain fatty acids (mitochondrial)
2077,MAR03125,0,192.004677474659,Beta oxidation of even-chain fatty acids (mitochondrial)
2078,MAR03128,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2079,MAR03129,0,215.986876682432,Beta oxidation of even-chain fatty acids (mitochondrial)
2080,MAR03130,0,215.986876682433,Beta oxidation of even-chain fatty acids (mitochondrial)
2081,MAR03132,0,215.986876682433,Beta oxidation of even-chain fatty acids (mitochondrial)
2082,MAR03135,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2083,MAR03136,0,247.269580631759,Beta oxidation of even-chain fatty acids (mitochondrial)
2084,MAR03137,0,247.269580615126,Beta oxidation of even-chain fatty acids (mitochondrial)
2085,MAR03139,0,247.269580615126,Beta oxidation of even-chain fatty acids (mitochondrial)
2086,MAR03142,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2087,MAR03143,0,519.999027086643,Beta oxidation of even-chain fatty acids (mitochondrial)
2088,MAR03144,0,519.999027086643,Beta oxidation of even-chain fatty acids (mitochondrial)
2089,MAR03146,0,519.999027086643,Beta oxidation of even-chain fatty acids (mitochondrial)
2090,MAR03149,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2091,MAR03150,0,755.393131446168,Beta oxidation of even-chain fatty acids (mitochondrial)
2092,MAR03151,0,755.393131446168,Beta oxidation of even-chain fatty acids (mitochondrial)
2093,MAR03153,0,755.393131446168,Beta oxidation of even-chain fatty acids (mitochondrial)
2094,MAR03156,0,1000,Beta oxidation of even-chain fatty acids (mitochondrial)
2095,MAR03157,0,673.530265090185,Beta oxidation of even-chain fatty acids (mitochondrial)
2096,MAR03158,0,673.530265090185,Beta oxidation of even-chain fatty acids (mitochondrial)
2097,MAR03160,0,673.530265090185,Beta oxidation of even-chain fatty acids (mitochondrial)
2098,MAR03398,0,189.664562818326,Beta oxidation of even-chain fatty acids (mitochondrial)
2099,MAR03406,0,158.339600828736,Beta oxidation of even-chain fatty acids (mitochondrial)
2100,MAR03407,0,160.166167115578,Beta oxidation of even-chain fatty acids (mitochondrial)
2101,MAR03408,0,158.339600816747,Beta oxidation of even-chain fatty acids (mitochondrial)
2102,MAR03409,0,160.918098017152,Beta oxidation of even-chain fatty acids (mitochondrial)
2103,MAR03411,0,146.839639701352,Beta oxidation of even-chain fatty acids (mitochondrial)
2104,MAR03413,0,150.541760491547,Beta oxidation of even-chain fatty acids (mitochondrial)
2105,MAR03414,0,150.545098803686,Beta oxidation of even-chain fatty acids (mitochondrial)
2106,MAR03416,0,134.453237358473,Beta oxidation of even-chain fatty acids (mitochondrial)
2107,MAR03421,0,181.818177618224,Beta oxidation of even-chain fatty acids (mitochondrial)
2108,MAR03422,0,181.818177618224,Beta oxidation of even-chain fatty acids (mitochondrial)
2109,MAR03423,0,199.999995380046,Beta oxidation of even-chain fatty acids (mitochondrial)
2110,MAR03424,0,181.818177618224,Beta oxidation of even-chain fatty acids (mitochondrial)
2111,MAR03425,0,181.818177618224,Beta oxidation of even-chain fatty acids (mitochondrial)
2112,MAR03426,0,222.222217088941,Beta oxidation of even-chain fatty acids (mitochondrial)
2113,MAR09719,0,222.222217088941,Beta oxidation of even-chain fatty acids (mitochondrial)
2114,MAR03427,0,199.999995380046,Beta oxidation of even-chain fatty acids (mitochondrial)
2115,MAR03428,0,199.999995380047,Beta oxidation of even-chain fatty acids (mitochondrial)
2116,MAR03429,0,181.818177618224,Beta oxidation of even-chain fatty acids (mitochondrial)
2117,MAR03430,0,139.03805441145,Beta oxidation of even-chain fatty acids (mitochondrial)
2118,MAR03431,0,199.999995380046,Beta oxidation of even-chain fatty acids (mitochondrial)
2119,MAR03432,0,181.818177618224,Beta oxidation of even-chain fatty acids (mitochondrial)
2120,MAR03433,0,181.818177618224,Beta oxidation of even-chain fatty acids (mitochondrial)
2121,MAR03170,0,999.999988047708,Beta oxidation of odd-chain fatty acids (mitochondrial)
2122,MAR03171,0,999.999988047708,Beta oxidation of odd-chain fatty acids (mitochondrial)
2123,MAR03172,0,999.999988047708,Beta oxidation of odd-chain fatty acids (mitochondrial)
2124,MAR03173,0,999.999988047708,Beta oxidation of odd-chain fatty acids (mitochondrial)
2125,MAR03174,0,999.999982071562,Beta oxidation of odd-chain fatty acids (mitochondrial)
2126,MAR03175,0,999.999982071562,Beta oxidation of odd-chain fatty acids (mitochondrial)
2127,MAR03176,0,999.999982071562,Beta oxidation of odd-chain fatty acids (mitochondrial)
2128,MAR03177,0,999.999982071562,Beta oxidation of odd-chain fatty acids (mitochondrial)
2129,MAR03178,0,142.857107000268,Beta oxidation of odd-chain fatty acids (mitochondrial)
2130,MAR03179,0,142.857107000268,Beta oxidation of odd-chain fatty acids (mitochondrial)
2131,MAR03180,0,142.857107000268,Beta oxidation of odd-chain fatty acids (mitochondrial)
2132,MAR03181,0,142.857107000268,Beta oxidation of odd-chain fatty acids (mitochondrial)
2133,MAR03182,0,166.6666188575,Beta oxidation of odd-chain fatty acids (mitochondrial)
2134,MAR03183,0,166.6666188575,Beta oxidation of odd-chain fatty acids (mitochondrial)
2135,MAR03184,0,166.6666188575,Beta oxidation of odd-chain fatty acids (mitochondrial)
2136,MAR03185,0,166.6666188575,Beta oxidation of odd-chain fatty acids (mitochondrial)
2137,MAR03186,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2138,MAR03187,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2139,MAR03188,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2140,MAR03189,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2141,MAR03190,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2142,MAR03191,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2143,MAR03192,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2144,MAR03193,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2145,MAR03194,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2146,MAR03195,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2147,MAR03196,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2148,MAR03197,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2149,MAR03198,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2150,MAR03199,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2151,MAR03200,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2152,MAR03201,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2153,MAR03202,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2154,MAR03203,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2155,MAR03204,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2156,MAR03205,0,199.999936652854,Beta oxidation of odd-chain fatty acids (mitochondrial)
2157,MAR03240,0,999.999994023854,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2158,MAR03241,0,999.999994023854,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2159,MAR03242,0,999.999994023854,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2160,MAR03243,0,999.999994023854,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2161,MAR03244,0,752.525824424001,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2162,MAR03245,0,752.525824424001,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2163,MAR03246,0,752.525824424001,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2164,MAR03247,0,752.525824424001,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2165,MAR03250,0,186.278660817844,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2166,MAR03252,0,186.278660817844,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2167,MAR03254,0,186.278660817844,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2168,MAR03256,0,186.278660817844,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2169,MAR03258,0,211.0903163569,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2170,MAR03260,0,211.0903163569,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2171,MAR03262,0,211.0903163569,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2172,MAR03264,0,211.0903163569,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2173,MAR03272,-211.0903163569,-0,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)
2174,MAR03356,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2175,MAR03357,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2176,MAR03358,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2177,MAR03359,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2178,MAR03360,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2179,MAR03361,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2180,MAR03362,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2181,MAR03363,0,154.568398487105,Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)
2182,MAR03218,0,999.999982071562,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2183,MAR03219,0,999.999982071562,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2184,MAR03220,0,999.999982071562,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2185,MAR03221,0,999.999982071562,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2186,MAR03222,0,999.999976095417,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2187,MAR03223,0,999.999976095417,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2188,MAR03224,0,999.999976095417,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2189,MAR03225,0,999.999976095417,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2190,MAR03226,0,752.525824424001,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2191,MAR03227,0,752.525824424001,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2192,MAR03228,0,752.525824424001,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2193,MAR03229,0,752.525597009159,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2194,MAR03230,0,192.004497505836,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2195,MAR03231,0,192.004497505836,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2196,MAR03232,0,192.004497505836,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2197,MAR03233,0,192.004497505836,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2198,MAR03234,0,212.860715847297,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2199,MAR03235,0,212.860715847297,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2200,MAR03236,0,212.860715847297,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2201,MAR03237,0,212.860715847297,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2202,MAR03239,-212.860715847297,-0,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)
2203,MAR03275,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2204,MAR03277,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2205,MAR03278,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2206,MAR03279,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2207,MAR03280,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2208,MAR03281,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2209,MAR03282,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2210,MAR03283,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2211,MAR03284,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2212,MAR03285,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2213,MAR03286,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2214,MAR03287,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2215,MAR03288,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2216,MAR03290,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2217,MAR03292,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2218,MAR03293,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2219,MAR03294,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2220,MAR03296,0,399.999990760093,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2221,MAR03298,-428.570536865357,-0,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)
2222,MAR01174,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2223,MAR01175,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2224,MAR01176,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2225,MAR01177,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2226,MAR01178,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2227,MAR01179,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2228,MAR01180,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2229,MAR01181,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2230,MAR01182,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2231,MAR01183,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2232,MAR01184,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2233,MAR01216,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2234,MAR01217,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2235,MAR01218,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2236,MAR01219,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2237,MAR01220,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2238,MAR01221,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2239,MAR01222,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2240,MAR01223,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2241,MAR01224,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2242,MAR01225,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2243,MAR01226,0,-0,Beta oxidation of poly-unsaturated fatty acids (mitochondrial)
2244,MAR03522,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2245,MAR03523,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2246,MAR03524,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2247,MAR03525,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2248,MAR03526,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2249,MAR03527,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2250,MAR03528,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2251,MAR03529,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2252,MAR03530,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2253,MAR03531,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2254,MAR03532,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2255,MAR03533,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2256,MAR03534,0,-0,Beta oxidation of branched-chain fatty acids (mitochondrial)
2257,MAR06901,1.60963202233688e-06,2.4144479766619e-06,Terpenoid backbone biosynthesis
2258,MAR06903,1.60963202233688e-06,2.4144479766619e-06,Terpenoid backbone biosynthesis
2259,MAR06904,1.60963202233688e-06,2.4144479766619e-06,Terpenoid backbone biosynthesis
2260,MAR06905,1.60963202233688e-06,2.4144479766619e-06,Terpenoid backbone biosynthesis
2261,MAR06906,1.60963202233688e-06,2.4144479766619e-06,Terpenoid backbone biosynthesis
2262,MAR06907,0,2.4144479766619e-06,Terpenoid backbone biosynthesis
2263,MAR06908,0,2.4144479766619e-06,Terpenoid backbone biosynthesis
2264,MAR06909,0,2.4144479766619e-06,Terpenoid backbone biosynthesis
2265,MAR06910,0,2.4144479766619e-06,Terpenoid backbone biosynthesis
2266,MAR01644,0,-0,Steroid metabolism
2267,MAR01651,0,-0,Steroid metabolism
2268,MAR01920,0,1000,Steroid metabolism
2269,MAR01924,0,-0,Steroid metabolism
2270,MAR01927,0,-0,Steroid metabolism
2271,MAR02002,0,-0,Steroid metabolism
2272,MAR02003,0,-0,Steroid metabolism
2273,MAR04766,0,-0,Steroid metabolism
2274,MAR07940,0,-0,Steroid metabolism
2275,MAR07941,0,-0,Steroid metabolism
2276,MAR07943,0,-0,Steroid metabolism
2277,MAR07945,0,-0,Steroid metabolism
2278,MAR07948,0,-0,Steroid metabolism
2279,MAR07950,0,-0,Steroid metabolism
2280,MAR07952,0,-0,Steroid metabolism
2281,MAR07954,0,-0,Steroid metabolism
2282,MAR07955,0,-0,Steroid metabolism
2283,MAR07957,0,-0,Steroid metabolism
2284,MAR07959,0,-0,Steroid metabolism
2285,MAR07962,0,-0,Steroid metabolism
2286,MAR07965,0,-0,Steroid metabolism
2287,MAR07968,0,-0,Steroid metabolism
2288,MAR02041,0,-0,Steroid metabolism
2289,MAR07970,0,-0,Steroid metabolism
2290,MAR07976,0,1000,Steroid metabolism
2291,MAR07984,0,-0,Steroid metabolism
2292,MAR07987,0,-0,Steroid metabolism
2293,MAR01952,0,1000,Androgen metabolism
2294,MAR01953,0,1000,Androgen metabolism
2295,MAR01962,0,1000,Androgen metabolism
2296,MAR01963,0,1000,Androgen metabolism
2297,MAR01969,0,1000,Androgen metabolism
2298,MAR01973,0,-0,Androgen metabolism
2299,MAR01974,0,-0,Androgen metabolism
2300,MAR01976,0,-0,Androgen metabolism
2301,MAR01977,0,-0,Androgen metabolism
2302,MAR02014,0,-0,Androgen metabolism
2303,MAR02015,0,-0,Androgen metabolism
2304,MAR02016,0,-0,Androgen metabolism
2305,MAR02017,0,-0,Androgen metabolism
2306,MAR02018,0,-0,Androgen metabolism
2307,MAR02019,0,-0,Androgen metabolism
2308,MAR02020,0,-0,Androgen metabolism
2309,MAR02025,0,-0,Androgen metabolism
2310,MAR01440,0.00658393608982337,483.695894571853,Cholesterol biosynthesis 1 (Bloch pathway)
2311,MAR01445,0.00658393608982337,483.695894486955,Cholesterol biosynthesis 1 (Bloch pathway)
2312,MAR01448,-483.695894486955,-0.00658393608982337,Cholesterol biosynthesis 1 (Bloch pathway)
2313,MAR01454,0.00219088955522234,161.231961101476,Cholesterol biosynthesis 1 (Bloch pathway)
2314,MAR01465,-80.6159797459221,-0.0010946399616,Cholesterol biosynthesis 1 (Bloch pathway)
2315,MAR01467,0.0010946399616,80.6159797459221,Cholesterol biosynthesis 1 (Bloch pathway)
2316,MAR01470,0.0010946399616,80.6159797459221,Cholesterol biosynthesis 1 (Bloch pathway)
2317,MAR01473,0.0010946399616,80.6159797459221,Cholesterol biosynthesis 1 (Bloch pathway)
2318,MAR01477,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2319,MAR01478,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2320,MAR01479,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2321,MAR01484,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2322,MAR01490,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2323,MAR01493,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2324,MAR01494,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2325,MAR01495,0,80.6159799083895,Cholesterol biosynthesis 1 (Bloch pathway)
2326,MAR01496,0,80.6159797317725,Cholesterol biosynthesis 1 (Bloch pathway)
2327,MAR01500,0,80.6159799083899,Cholesterol biosynthesis 1 (Bloch pathway)
2328,MAR01502,0,80.6159799083899,Cholesterol biosynthesis 1 (Bloch pathway)
2329,MAR01503,0,80.6159799083899,Cholesterol biosynthesis 1 (Bloch pathway)
2330,MAR01504,0,80.6159799083899,Cholesterol biosynthesis 1 (Bloch pathway)
2331,MAR01505,0,80.6159799083899,Cholesterol biosynthesis 1 (Bloch pathway)
2332,MAR01509,0,80.6159799083899,Cholesterol biosynthesis 1 (Bloch pathway)
2333,MAR01512,0,80.6159797540075,Cholesterol biosynthesis 1 (Bloch pathway)
2334,MAR01516,0,80.6159773324082,Cholesterol biosynthesis 1 (Bloch pathway)
2335,MAR01519,0,80.6159773324082,Cholesterol biosynthesis 1 (Bloch pathway)
2336,MAR01526,0,80.6159773324082,Cholesterol biosynthesis 1 (Bloch pathway)
2337,MAR01533,0,80.6159797459223,Cholesterol biosynthesis 2
2338,MAR01557,0,80.6159797398581,Cholesterol biosynthesis 2
2339,MAR01558,0,80.6159799083895,Cholesterol biosynthesis 2
2340,MAR01565,0,80.61597750094,Cholesterol biosynthesis 2
2341,MAR01535,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2342,MAR01536,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2343,MAR01538,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2344,MAR01539,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2345,MAR01540,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2346,MAR01543,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2347,MAR01544,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2348,MAR01545,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2349,MAR01546,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2350,MAR01547,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2351,MAR01548,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2352,MAR01549,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2353,MAR01550,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2354,MAR01551,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2355,MAR01552,0,79.4157418201333,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2356,MAR01553,0,80.6159797317727,Cholesterol biosynthesis 3 (Kandustch-Russell pathway)
2357,MAR01437,0.00658393608982337,483.695894571853,Cholesterol metabolism
2358,MAR01451,0.00658393608982337,483.695894486955,Cholesterol metabolism
2359,MAR01457,0.00219088955522234,161.231961101476,Cholesterol metabolism
2360,MAR01460,0.00219088955522234,161.231961101476,Cholesterol metabolism
2361,MAR01570,0,80.6159797317731,Cholesterol metabolism
2362,MAR01576,0,-0,Cholesterol metabolism
2363,MAR01577,0,-0,Cholesterol metabolism
2364,MAR03105,0,529.289719032585,Cholesterol metabolism
2365,MAR04630,0,-0,Cholesterol metabolism
2366,MAR02029,0,-0,Estrogen metabolism
2367,MAR02030,0,-0,Estrogen metabolism
2368,MAR02031,0,-0,Estrogen metabolism
2369,MAR02032,0,-0,Estrogen metabolism
2370,MAR02033,0,-0,Estrogen metabolism
2371,MAR02034,0,-0,Estrogen metabolism
2372,MAR02036,0,-0,Estrogen metabolism
2373,MAR02037,0,1000,Estrogen metabolism
2374,MAR02038,0,1000,Estrogen metabolism
2375,MAR02042,0,-0,Estrogen metabolism
2376,MAR02043,0,-0,Estrogen metabolism
2377,MAR02044,0,-0,Estrogen metabolism
2378,MAR02045,0,-0,Estrogen metabolism
2379,MAR02048,0,-0,Estrogen metabolism
2380,MAR02052,0,-0,Estrogen metabolism
2381,MAR02053,0,-0,Estrogen metabolism
2382,MAR02054,0,-0,Estrogen metabolism
2383,MAR02058,0,-0,Estrogen metabolism
2384,MAR02059,0,-0,Estrogen metabolism
2385,MAR02060,0,-0,Estrogen metabolism
2386,MAR02061,0,-0,Estrogen metabolism
2387,MAR02063,0,-0,Estrogen metabolism
2388,MAR02068,0,-0,Estrogen metabolism
2389,MAR02069,0,-0,Estrogen metabolism
2390,MAR02070,0,-0,Estrogen metabolism
2391,MAR02071,0,-0,Estrogen metabolism
2392,MAR02072,0,-0,Estrogen metabolism
